Star,Paper,Identifier,T_eff,T_eff_err,logg,logg_err,atmosphere,mass,mass_err,RA,Dec,Gaia_designation,parallax,parallax_err,mixing_zone_mass,mag_field,mag_field_err,infrared_excess,gas_component,binary,binary_separation,time_since_acc_ended,origin,comment,log(H/H(e)),log(H/H(e))e,log(He/H(e)),log(He/H(e))e,log(Li/H(e)),log(Li/H(e))e,Acc_rate_Li_steady_state,Sinking_time_Li,mass_fraction_Li,log(Be/H(e)),log(Be/H(e))e,Acc_rate_Be_steady_state,Sinking_time_Be,log(C/H(e)),log(C/H(e))e,Acc_rate_C_steady_state,Sinking_time_C,mass_fraction_C,log(N/H(e)),log(N/H(e))e,Acc_rate_N_steady_state,Sinking_time_N,mass_fraction_N,log(O/H(e)),log(O/H(e))e,Acc_rate_O_steady_state,Acc_rate_O_increasing,Acc_rate_O_decreasing,Sinking_time_O,mass_fraction_O,log(Na/H(e)),log(Na/H(e))e,Acc_rate_Na_steady_state,Acc_rate_Na_increasing,Acc_rate_Na_decreasing,Sinking_time_Na,mass_fraction_Na,log(Mg/H(e)),log(Mg/H(e))e,Acc_rate_Mg_steady_state,Acc_rate_Mg_increasing,Acc_rate_Mg_decreasing,Sinking_time_Mg,mass_fraction_Mg,log(Al/H(e)),log(Al/H(e))e,Acc_rate_Al_steady_state,Acc_rate_Al_increasing,Acc_rate_Al_decreasing,Sinking_time_Al,mass_fraction_Al,log(Si/H(e)),log(Si/H(e))e,Acc_rate_Si_steady_state,Acc_rate_Si_increasing,Acc_rate_Si_decreasing,Sinking_time_Si,mass_fraction_Si,log(P/H(e)),log(P/H(e))e,Acc_rate_P_steady_state,Sinking_time_P,mass_fraction_P,log(S/H(e)),log(S/H(e))e,Acc_rate_S_steady_state,Sinking_time_S,mass_fraction_S,log(Cl/H(e)),log(Cl/H(e))e,Acc_rate_Cl_steady_state,Sinking_time_Cl,mass_fraction_Cl,log(Ar/H(e)),log(Ar/H(e))e,log(K/H(e)),log(K/H(e))e,Acc_rate_K_steady_state,Sinking_time_K,log(Ca/H(e)),log(Ca/H(e))e,Acc_rate_Ca_steady_state,Acc_rate_Ca_increasing,Acc_rate_Ca_decreasing,Sinking_time_Ca,mass_fraction_Ca,log(Sc/H(e)),log(Sc/H(e))e,Acc_rate_Sc_steady_state,Sinking_time_Sc,mass_fraction_Sc,log(Ti/H(e)),log(Ti/H(e))e,Acc_rate_Ti_steady_state,Acc_rate_Ti_increasing,Acc_rate_Ti_decreasing,Sinking_time_Ti,mass_fraction_Ti,log(V/H(e)),log(V/H(e))e,Acc_rate_V_steady_state,Sinking_time_V,mass_fraction_V,log(Cr/H(e)),log(Cr/H(e))e,Acc_rate_Cr_steady_state,Acc_rate_Cr_increasing,Acc_rate_Cr_decreasing,Sinking_time_Cr,mass_fraction_Cr,log(Mn/H(e)),log(Mn/H(e))e,Acc_rate_Mn_steady_state,Acc_rate_Mn_increasing,Acc_rate_Mn_decreasing,Sinking_time_Mn,mass_fraction_Mn,log(Fe/H(e)),log(Fe/H(e))e,Acc_rate_Fe_steady_state,Acc_rate_Fe_increasing,Acc_rate_Fe_decreasing,Sinking_time_Fe,mass_fraction_Fe,log(Co/H(e)),log(Co/H(e))e,Acc_rate_Co_steady_state,Sinking_time_Co,mass_fraction_Co,log(Ni/H(e)),log(Ni/H(e))e,Acc_rate_Ni_steady_state,Acc_rate_Ni_increasing,Acc_rate_Ni_decreasing,Sinking_time_Ni,mass_fraction_Ni,log(Cu/H(e)),log(Cu/H(e))e,Acc_rate_Cu_steady_state,Sinking_time_Cu,mass_fraction_Cu,log(Zn/H(e)),log(Zn/H(e))e,Acc_rate_Zn_steady_state,Sinking_time_Zn,log(Ga/H(e)),log(Ga/H(e))e,Acc_rate_Ga_steady_state,Sinking_time_Ga,mass_fraction_Ga,log(Ge/H(e)),log(Ge/H(e))e,Acc_rate_Ge_steady_state,Sinking_time_Ge,mass_fraction_Ge,log(As/H(e)),log(As/H(e))e,log(Se/H(e)),log(Se/H(e))e,log(Sr/H(e)),log(Sr/H(e))e,Acc_rate_Sr_steady_state,Sinking_time_Sr,mass_fraction_Sr,log(Sn/H(e)),log(Sn/H(e))e,log(I/H(e)),log(I/H(e))e,log(Ba/H(e)),log(Ba/H(e))e,Acc_rate_Total_steady_state,Acc_rate_Total_increasing,Acc_rate_Total_decreasing
WD 0100-068,Koester 2014b,WD 0100-068 Koester 2014b,19800.0,,8.07,,He,,,15.8522427197878,-6.5363598360963,Gaia DR3 2476337856358290560,23.1033,0.0322,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...568A.118K/abstract,,,,,,,,,,,,,,,-7.3,,1260000.0,6457947264.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,,,,,3263055840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 1822+410,Koester 2014b,WD 1822+410 Koester 2014b,16230.0,,8.01,,He,,,275.904214531973,41.0672520761255,Gaia DR3 2109852523240471936,22.9244,0.0197,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...568A.118K/abstract,,,,,,,,,,,,,,,-7.2,,7160000.0,23415739200000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,,,,,20954246400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 1115+158,Koester 2014b,PG 1115+158 Koester 2014b,25000.0,500.0,7.91,0.07,He,,,169.594556982811,15.5595930979061,Gaia DR3 3970093152232493568,5.5532,0.0913,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...568A.118K/abstract,,,,,,,,,,,,,,,-5.6,0.2,552000.0,6457947264.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,0.3,,,,,,-6.3,0.2,,,,3263055840.0,,,,,,,-6.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J073842.57+183509.6,Koester 2015,SDSS J073842.57+183509.6 Koester 2015,15719.0,34.0,8.0,0.0,He,,,0.2759504907928,25.0583689585652,Gaia DR3 2853069985013789824,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.65,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J155511.87+343350.5,Koester 2015,SDSS J155511.87+343350.5 Koester 2015,16700.0,164.0,8.073,0.108,He,,,7.5134763875425,15.4414838263289,Gaia DR3 2780715106223331072,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.77,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J235139.39+361203.1,Koester 2015,SDSS J235139.39+361203.1 Koester 2015,13363.0,146.0,8.0,0.0,He,,,20.1865281633163,-0.6997457042068,Gaia DR3 2533741365578975744,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.82,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J074120.75+281245.6,Koester 2015,SDSS J074120.75+281245.6 Koester 2015,13460.0,95.0,8.0,0.0,He,,,37.9784330571812,25.2165301857833,Gaia DR3 102350823010868736,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.54,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J161038.93+371403.2,Koester 2015,SDSS J161038.93+371403.2 Koester 2015,11698.0,137.0,8.0,0.0,He,,,44.8957493870399,-7.3595248276662,Gaia DR3 5179698505635671680,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-5.17,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.41,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J035617.50-063109.6,Koester 2015,SDSS J035617.50-063109.6 Koester 2015,12921.0,91.0,8.0,0.0,He,,,45.7212656174343,-1.1427218552573,Gaia DR3 5187830356195791488,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J162646.92+313627.9,Koester 2015,SDSS J162646.92+313627.9 Koester 2015,13665.0,143.0,8.0,0.0,He,,,59.0729064229138,-6.5193427784502,Gaia DR3 3244949531313630976,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-4.86,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.6,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J075156.89+131018.3,Koester 2015,SDSS J075156.89+131018.3 Koester 2015,13275.0,101.0,8.0,0.0,He,,,84.029183111007,61.9027071463675,Gaia DR3 286154360759650048,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.87,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J080136.87+201011.1,Koester 2015,SDSS J080136.87+201011.1 Koester 2015,16745.0,146.0,8.328,0.088,He,,,112.621148510172,34.937059060009,Gaia DR3 893881581625207680,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.09,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J080513.13+540615.6,Koester 2015,SDSS J080513.13+540615.6 Koester 2015,13799.0,55.0,8.0,0.0,He,,,113.070871809157,27.7782206464706,Gaia DR3 872428494859607680,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.88,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J080949.94+310642.0,Koester 2015,SDSS J080949.94+310642.0 Koester 2015,11782.0,135.0,8.0,0.0,He,,,113.802827827965,16.6344721934033,Gaia DR3 3168971869085459072,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-5.31,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.69,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J230620.01+211118.5,Koester 2015,SDSS J230620.01+211118.5 Koester 2015,15052.0,88.0,8.0,0.0,He,,,114.677359221899,18.5860314476262,Gaia DR3 671450448046315520,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-5.17,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.19,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J082019.50+253035.1,Koester 2015,SDSS J082019.50+253035.1 Koester 2015,13130.0,39.0,8.0,0.0,He,,,115.336451180592,28.2126732926115,Gaia DR3 878315005236892416,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-5.36,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.05,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J083317.64+051201.4,Koester 2015,SDSS J083317.64+051201.4 Koester 2015,12314.0,112.0,8.0,0.0,He,,,117.987038495403,13.1717527521818,Gaia DR3 3152283103641386112,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.51,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J083421.14+242212.9,Koester 2015,SDSS J083421.14+242212.9 Koester 2015,11704.0,91.0,8.0,0.0,He,,,120.403616250646,20.1698211654499,Gaia DR3 670568433561266816,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-5.12,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.74,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J084155.03+372311.9,Koester 2015,SDSS J084155.03+372311.9 Koester 2015,13521.0,66.0,8.0,0.0,He,,,121.304807436141,54.1043387804786,Gaia DR3 1032748903780398592,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.38,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J085934.17+112309.3,Koester 2015,SDSS J085934.17+112309.3 Koester 2015,16078.0,93.0,8.197,0.069,He,,,122.4580947628,31.1117002365841,Gaia DR3 877057614905717760,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-4.39,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.35,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J091541.95+431250.2,Koester 2015,SDSS J091541.95+431250.2 Koester 2015,12951.0,115.0,8.0,0.0,He,,,128.32352249519,5.2004025562933,Gaia DR3 3092743556860766208,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J093031.00+061852.9,Koester 2015,SDSS J093031.00+061852.9 Koester 2015,16583.0,56.0,8.025,0.041,He,,,128.588075945541,24.3702570514121,Gaia DR3 678517387234326528,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-4.72,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.55,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J003003.28+152628.3,Koester 2015,SDSS J003003.28+152628.3 Koester 2015,16065.0,47.0,8.102,0.036,He,,,130.479274571681,37.3866610230844,Gaia DR3 909933248799545344,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-4.62,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J093130.31+073054.6,Koester 2015,SDSS J093130.31+073054.6 Koester 2015,11778.0,196.0,8.0,0.0,He,,,134.892422840074,11.3859662801859,Gaia DR3 603986308646058496,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.02,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J164432.15+403926.2,Koester 2015,SDSS J164432.15+403926.2 Koester 2015,16655.0,51.0,7.898,0.041,He,,,134.988282598615,57.5472251008327,Gaia DR3 1037518722660955392,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-3.15,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.51,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J094431.28-003933.7,Koester 2015,SDSS J094431.28-003933.7 Koester 2015,14057.0,62.0,8.0,0.0,He,,,138.92482581512,43.2139555456649,Gaia DR3 817021561315301376,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.14,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J095449.30+181454.7,Koester 2015,SDSS J095449.30+181454.7 Koester 2015,12617.0,86.0,8.0,0.0,He,,,142.629148458032,6.3147043293178,Gaia DR3 3852675309069466496,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-5.19,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.92,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J095854.97+055020.8,Koester 2015,SDSS J095854.97+055020.8 Koester 2015,11684.0,83.0,8.0,0.0,He,,,142.876293299841,7.5151657277136,Gaia DR3 586292933172097408,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-5.62,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.75,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J171403.75+365810.5,Koester 2015,SDSS J171403.75+365810.5 Koester 2015,12016.0,98.0,8.0,0.0,He,,,146.130330380284,-0.6593766797918,Gaia DR3 3827999107046766720,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-5.2,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.57,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J100001.26+442015.7,Koester 2015,SDSS J100001.26+442015.7 Koester 2015,14345.0,55.0,8.0,0.0,He,,,148.705424925402,18.2485846346176,Gaia DR3 626343705070034432,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-4.17,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J100817.04+434931.8,Koester 2015,SDSS J100817.04+434931.8 Koester 2015,11209.0,118.0,8.0,0.0,He,,,149.729011625916,5.8393057282054,Gaia DR3 3850187217335099904,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-5.68,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.52,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J151642.97-004042.7,Koester 2015,SDSS J151642.97-004042.7 Koester 2015,14961.0,28.0,8.0,0.0,He,,,150.00504481749,44.3378699240773,Gaia DR3 808316555959581568,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-4.47,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.38,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J101247.94+622736.3,Koester 2015,SDSS J101247.94+622736.3 Koester 2015,15287.0,39.0,8.0,0.0,He,,,152.071060404022,43.8254897779074,Gaia DR3 808795706807426688,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-3.88,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.33,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J101716.69+465232.4,Koester 2015,SDSS J101716.69+465232.4 Koester 2015,12569.0,103.0,8.0,0.0,He,,,153.199910772765,62.4600989643798,Gaia DR3 1052006476279996928,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-5.11,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.33,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J101800.81+370840.6,Koester 2015,SDSS J101800.81+370840.6 Koester 2015,15020.0,55.0,8.0,0.0,He,,,154.319575153229,46.875688469963,Gaia DR3 810350137074629120,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.63,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
